name;category;protein;vegetables;starches;dairy_products;sauce;price;nutri_score;id
Sesame Kidney beans bowl with eggplant;Vegetarian;kidney beans;eggplant | onions | tomatoes;loaded fries;blue cheese;ranch sauce;5.20;D;431
Zesty Tempeh over buttery mashed potatoes;Vegetarian;tempeh;sweet corn | spinach;buttery mashed potatoes;heavy cream;four cheese sauce;5.20;D;432
Mediterranean Smoked turkey with fried onions & garlic butter noodles;Poultry;smoked turkey;fried onions | sweet corn | caramelized onions;garlic butter noodles;heavy cream;butter sauce;5.50;D;433
Herb Pork belly with creamed spinach & creamy pasta;Red meat;pork belly;creamed spinach | mushrooms;creamy pasta;heavy cream;ranch sauce;5.50;D;434
Lentils with garlic butter noodles, leeks, fried eggplant & tomatoes;Vegetarian;lentils;leeks | fried eggplant | tomatoes;garlic butter noodles;cheddar;bbq sauce;5.30;D;435
Buttery Pork over mac and cheese;Red meat;pork;fried peppers | cabbage;mac and cheese;blue cheese;butter sauce;5.40;D;436
Chicken cheesy potatoes plate with beetroot;Poultry;chicken;beetroot | carrots | bell peppers;cheesy potatoes;cream cheese;bbq sauce;5.50;D;437
Veal with garlic butter noodles, cauliflower, & eggplant ;Red meat;veal;cauliflower | eggplant | onions;garlic butter noodles;cheddar;spicy mayo;5.40;D;438
Shrimp tempura & butter rice mix;Shellfish;shrimp tempura;peas | asparagus;butter rice;gouda;alfredo sauce;5.20;D;439
Lentils with creamy pasta and kale;Vegetarian;lentils;kale | caramelized onions | roasted garlic;creamy pasta;parmesan;alfredo sauce;5.10;D;440
Cod with loaded fries, caramelized onions & zucchini;Fish;cod;caramelized onions | zucchini;loaded fries;parmesan;bbq sauce;5.40;D;441
Lentils with cheesy potatoes, celery, carrots & eggplant;Vegetarian;lentils;celery | carrots | eggplant;cheesy potatoes;cheddar;spicy mayo;5.00;D;442
Seared tuna over cheesy potatoes;Fish;seared tuna;cauliflower | fried onions;cheesy potatoes;parmesan;four cheese sauce;5.40;D;443
Grilled Tempeh over garlic butter noodles;Vegetarian;tempeh;green beans | cabbage | broccoli;garlic butter noodles;parmesan;alfredo sauce;5.50;D;444
Fried chicken over butter rice;Poultry;fried chicken;carrots | celery | sweet corn;butter rice;cream cheese;bbq sauce;5.50;D;445
Veal and spinach cheesy potatoes mix;Red meat;veal;spinach | cauliflower | tomatoes;cheesy potatoes;gouda;honey mustard;5.00;D;446
Tofu with butter rice, sweet corn & fried eggplant;Vegetarian;tofu;sweet corn | fried eggplant;butter rice;gouda;cheese sauce;5.50;D;447
Paneer with creamy pasta & vegetables;Vegetarian;paneer;caramelized onions | bell peppers | eggplant;creamy pasta;cheddar;butter sauce;5.10;D;448
Pork bowl with creamy pasta & vegetables;Red meat;pork;onions | bell peppers | peas;creamy pasta;cheddar;honey mustard;5.30;D;449
Veal with butter rice, spinach & fried eggplant;Red meat;veal;spinach | fried eggplant | caramelized onions;butter rice;cream cheese;four cheese sauce;5.10;D;450
Trout bowl with cheesy potatoes, leeks & asparagus;Fish;trout;leeks | asparagus;cheesy potatoes;gouda;four cheese sauce;5.00;D;451
Grilled Cod bowl with cabbage;Fish;cod;cabbage | green beans;loaded fries;cheddar;butter sauce;5.00;D;452
Hake cheesy potatoes plate with creamed spinach;Fish;hake;creamed spinach | green beans;cheesy potatoes;cheddar;cream sauce;5.20;D;453
Lentils in butter sauce over fried rice;Vegetarian;lentils;broccoli | cabbage | zucchini;fried rice;cream cheese;butter sauce;5.20;D;454
Shrimp and buttered corn cheesy potatoes mix;Shellfish;shrimp;buttered corn | zucchini;cheesy potatoes;cheddar;cheese sauce;5.00;D;455
Salmon and roasted garlic buttery mashed potatoes mix;Fish;salmon;roasted garlic | fried peppers | onions;buttery mashed potatoes;parmesan;spicy mayo;5.20;D;456
Hake in cheese sauce over buttery mashed potatoes;Fish;hake;squash | creamed spinach | bell peppers;buttery mashed potatoes;parmesan;cheese sauce;5.10;D;457
Cheesy beef bowl ;Red meat;beef;zucchini | carrots | bell peppers;buttery mashed potatoes;gouda;four cheese sauce;5.10;D;458
Shrimp loaded fries plate;Shellfish;shrimp;peas | bell peppers | roasted garlic;loaded fries;heavy cream;cheese sauce;5.20;D;459
Tangy Kidney beans with buttered corn & creamy pasta;Vegetarian;kidney beans;buttered corn | sweet corn;creamy pasta;blue cheese;cream sauce;5.10;D;460
Pork garlic butter noodles plate with zucchini;Red meat;pork;zucchini | bell peppers;garlic butter noodles;blue cheese;four cheese sauce;5.30;D;461
Salmon bowl with mac and cheese, onions & mushrooms;Fish;salmon;onions | mushrooms;mac and cheese;cheddar;alfredo sauce;5.40;D;462
Trout and buttery mashed potatoes mix;Fish;trout;celery | cabbage | asparagus;buttery mashed potatoes;cream cheese;cream sauce;5.20;D;463
Crispy Beef over butter rice;Red meat;beef;tomatoes | eggplant | celery;butter rice;cream cheese;butter sauce;5.30;D;464
Seared tuna over buttery mashed potatoes;Fish;seared tuna;broccoli | beetroot;buttery mashed potatoes;cheddar;honey mustard;5.20;D;465
Herb Roasted ham over buttery mashed potatoes;Red meat;roasted ham;carrots | fried onions;buttery mashed potatoes;parmesan;cream sauce;5.50;D;466
Shrimp with loaded fries and fried eggplant;Shellfish;shrimp;fried eggplant;loaded fries;parmesan;alfredo sauce;5.40;D;467
Cheese omelette and sweet corn butter rice mix;Vegetarian;cheese omelette;sweet corn | spinach | kale;butter rice;cream cheese;cream sauce;5.30;D;468
Mackerel and bell peppers cheesy potatoes mix;Fish;mackerel;bell peppers | kale | cabbage;cheesy potatoes;parmesan;honey mustard;5.20;D;469
Shrimp with loaded fries & vegetables;Shellfish;shrimp;creamed spinach | broccoli | cauliflower;loaded fries;gouda;cream sauce;5.00;D;470
Zesty Black beans over creamy pasta;Vegetarian;black beans;fried onions | leeks | tomatoes;creamy pasta;heavy cream;butter sauce;5.00;D;471
Roasted Fried tofu bowl with caramelized onions;Vegetarian;fried tofu;caramelized onions | leeks;buttery mashed potatoes;cheddar;bbq sauce;5.30;D;472
Salmon mac and cheese plate with carrots;Fish;salmon;carrots | roasted garlic;mac and cheese;blue cheese;spicy mayo;5.20;D;473
Tempeh with loaded fries, peas & cauliflower;Vegetarian;tempeh;peas | onions | cauliflower;loaded fries;cream cheese;four cheese sauce;5.10;D;474
Seared tuna fried rice plate with cabbage;Fish;seared tuna;cabbage | green beans;fried rice;cheddar;butter sauce;5.20;D;475
Beef garlic butter noodles plate with fried onions;Red meat;beef;fried onions | cauliflower | creamed spinach;garlic butter noodles;blue cheese;four cheese sauce;5.20;D;476
Creamy Lamb bowl with caramelized onions;Red meat;lamb;caramelized onions | green beans;buttery mashed potatoes;blue cheese;alfredo sauce;5.00;D;477
Seared tuna and spinach buttery mashed potatoes mix;Fish;seared tuna;spinach | fried eggplant | tomatoes;buttery mashed potatoes;cheddar;cheese sauce;5.40;D;478
Tangy Pork belly over butter rice;Red meat;pork belly;cabbage | broccoli;butter rice;parmesan;ranch sauce;5.30;D;479
Creamy Turkey with zucchini & butter rice;Poultry;turkey;zucchini | celery;butter rice;gouda;four cheese sauce;5.10;D;480
Seared tuna fried rice plate ;Fish;seared tuna;celery | squash | tomatoes;fried rice;heavy cream;spicy mayo;5.50;E;481
Mackerel with cheesy potatoes and sweet corn;Fish;mackerel;sweet corn | fried onions;cheesy potatoes;gouda;bbq sauce;5.50;E;482
Salmon in ranch sauce over mac and cheese;Fish;salmon;cabbage | caramelized onions | spinach;mac and cheese;parmesan;ranch sauce;5.20;E;483
Kidney beans garlic butter noodles plate with zucchini;Vegetarian;kidney beans;zucchini | broccoli | spinach;garlic butter noodles;heavy cream;honey mustard;5.00;E;484
Bbq ribs with cheesy potatoes ;Red meat;bbq ribs;mushrooms | zucchini;cheesy potatoes;cream cheese;cream sauce;5.10;E;485
Shrimp tempura with buttery mashed potatoes and squash;Shellfish;shrimp tempura;squash | creamed spinach;buttery mashed potatoes;gouda;honey mustard;5.50;E;486
Roasted Eggs with fried peppers & garlic butter noodles;Vegetarian;eggs;fried peppers | leeks;garlic butter noodles;cream cheese;cheese sauce;5.20;E;487
Kidney beans and buttered corn loaded fries mix;Vegetarian;kidney beans;buttered corn | onions;loaded fries;cheddar;four cheese sauce;5.20;E;488
Shrimp and tomatoes butter rice mix;Shellfish;shrimp;tomatoes | roasted garlic | beetroot;butter rice;cheddar;cream sauce;5.30;E;489
Pork belly in ranch sauce over cheesy potatoes;Red meat;pork belly;zucchini | kale | sweet corn;cheesy potatoes;blue cheese;ranch sauce;5.10;E;490
Meatballs and loaded fries mix;Red meat;meatballs;carrots | green beans | zucchini;loaded fries;gouda;ranch sauce;5.00;E;491
Tangy Mackerel bowl with asparagus;Fish;mackerel;asparagus | green beans;loaded fries;cream cheese;cheese sauce;5.30;E;492
Herb Black beans bowl with bell peppers;Vegetarian;black beans;bell peppers | broccoli;loaded fries;parmesan;butter sauce;5.00;E;493
Meatballs in cream sauce over garlic butter noodles;Red meat;meatballs;carrots | eggplant | asparagus;garlic butter noodles;heavy cream;cream sauce;5.20;E;494
Tangy Duck bowl with roasted garlic;Poultry;duck;roasted garlic | cauliflower | creamed spinach;buttery mashed potatoes;parmesan;honey mustard;5.10;E;495
Shrimp tempura cheesy potatoes plate ;Shellfish;shrimp tempura;tomatoes | squash | asparagus;cheesy potatoes;parmesan;bbq sauce;5.10;E;496
Pork belly and beetroot mac and cheese mix;Red meat;pork belly;beetroot | mushrooms | kale;mac and cheese;heavy cream;cheese sauce;5.30;E;497
Tuna loaded fries plate with tomatoes;Fish;tuna;tomatoes | cauliflower | fried onions;loaded fries;cream cheese;cream sauce;5.50;E;498
Sausage with mac and cheese and broccoli;Red meat;sausage;broccoli;mac and cheese;parmesan;cheese sauce;5.10;E;499
Tofu fried rice plate with squash;Vegetarian;tofu;squash | tomatoes;fried rice;heavy cream;bbq sauce;5.30;E;500
Kidney beans and mac and cheese mix;Vegetarian;kidney beans;beetroot | zucchini | onions;mac and cheese;heavy cream;ranch sauce;5.10;E;501
Lentils in alfredo sauce over buttery mashed potatoes;Vegetarian;lentils;kale | sweet corn;buttery mashed potatoes;parmesan;alfredo sauce;5.10;E;502
Pork with mac and cheese, beetroot & fried eggplant;Red meat;pork;beetroot | fried eggplant;mac and cheese;gouda;butter sauce;5.00;E;503
Buttery Seitan with broccoli & mac and cheese;Vegetarian;seitan;broccoli | kale | peas;mac and cheese;parmesan;cheese sauce;5.50;E;504
Kidney beans and zucchini buttery mashed potatoes mix;Vegetarian;kidney beans;zucchini | onions | kale;buttery mashed potatoes;gouda;ranch sauce;5.50;E;505
Salmon with garlic butter noodles and fried eggplant;Fish;salmon;fried eggplant | green beans;garlic butter noodles;heavy cream;spicy mayo;5.30;E;506
Roasted ham in bbq sauce over loaded fries;Red meat;roasted ham;zucchini | onions;loaded fries;cream cheese;bbq sauce;5.40;E;507
Zesty Meatballs bowl with creamed spinach;Red meat;meatballs;creamed spinach | fried onions | bell peppers;mac and cheese;cheddar;four cheese sauce;5.20;E;508
Black beans and buttery mashed potatoes mix;Vegetarian;black beans;celery | buttered corn;buttery mashed potatoes;blue cheese;alfredo sauce;5.00;E;509
Shrimp and zucchini cheesy potatoes mix;Shellfish;shrimp;zucchini | celery;cheesy potatoes;cheddar;alfredo sauce;5.20;E;510
Cheesy fried fish bowl with squash & spinach;Fish;fried fish;squash | spinach;garlic butter noodles;cheddar;alfredo sauce;5.10;E;511
Cheesy meatballs bowl with vegetables;Red meat;meatballs;spinach | peas | sweet corn;creamy pasta;cream cheese;four cheese sauce;5.00;E;512
Tofu with butter rice, cauliflower & broccoli;Vegetarian;tofu;cauliflower | broccoli;butter rice;cheddar;spicy mayo;5.40;E;513
Seared tuna in alfredo sauce over cheesy potatoes;Fish;seared tuna;beetroot | cabbage | zucchini;cheesy potatoes;cheddar;alfredo sauce;5.00;E;514
Cheese omelette and caramelized onions mac and cheese mix;Vegetarian;cheese omelette;caramelized onions | cauliflower;mac and cheese;blue cheese;alfredo sauce;5.40;E;515
Smoked turkey and asparagus creamy pasta mix;Poultry;smoked turkey;asparagus | mushrooms;creamy pasta;heavy cream;bbq sauce;5.50;E;516
Cheese omelette creamy pasta plate with broccoli;Vegetarian;cheese omelette;broccoli | roasted garlic;creamy pasta;gouda;alfredo sauce;5.20;E;517
Grilled Shrimp bowl with mushrooms;Shellfish;shrimp;mushrooms | caramelized onions;buttery mashed potatoes;gouda;ranch sauce;5.50;E;518
Kidney beans with buttery mashed potatoes and carrots;Vegetarian;kidney beans;carrots | green beans;buttery mashed potatoes;gouda;spicy mayo;5.00;E;519
Creamy calamari with pasta & vegetables;Shellfish;calamari;leeks | cabbage | tomatoes;creamy pasta;cheddar;cheese sauce;5.40;E;520
Cheesy lentils with vegetables & cheesy potatoes;Vegetarian;lentils;tomatoes | peas | cauliflower;cheesy potatoes;heavy cream;cheese sauce;5.40;E;521
Sesame Bbq ribs bowl with eggplant;Red meat;bbq ribs;eggplant | mushrooms;fried rice;gouda;bbq sauce;5.20;E;522
Whitefish bowl with cheesy potatoes & vegetables;Fish;whitefish;asparagus | onions | eggplant;cheesy potatoes;heavy cream;honey mustard;5.20;E;523
Sausage with garlic butter noodles & vegetables;Red meat;sausage;cauliflower | zucchini | cabbage;garlic butter noodles;cheddar;cheese sauce;5.50;E;524
Fried tofu over creamy pasta with asparagus and cabbage;Vegetarian;fried tofu;asparagus | cabbage;creamy pasta;gouda;ranch sauce;5.10;E;525
Trout in cream sauce over cheesy potatoes;Fish;trout;asparagus | sweet corn | caramelized onions;cheesy potatoes;parmesan;cream sauce;5.10;E;526
Seitan in bbq sauce over mac and cheese;Vegetarian;seitan;mushrooms | asparagus;mac and cheese;blue cheese;bbq sauce;5.10;E;527
Grilled Lentils over creamy pasta;Vegetarian;lentils;carrots | leeks | cauliflower;creamy pasta;gouda;ranch sauce;5.20;E;528
Creamy paneer with butter rice & vegetables;Vegetarian;paneer;peas | onions | asparagus;butter rice;gouda;alfredo sauce;5.10;E;529
Cod and leeks garlic butter noodles mix;Fish;cod;leeks | buttered corn | cabbage;garlic butter noodles;cheddar;cheese sauce;5.30;E;530
Trout fillet over creamy cheesy potatoes & roasted veggies;Fish;trout;roasted garlic | cabbage | eggplant;cheesy potatoes;gouda;butter sauce;5.00;E;531
Tempeh and cauliflower cheesy potatoes mix;Vegetarian;tempeh;cauliflower | kale | buttered corn;cheesy potatoes;cheddar;ranch sauce;5.50;E;532
Steak strips and tomatoes fried rice mix;Red meat;steak strips;tomatoes | peas;fried rice;cream cheese;ranch sauce;5.00;E;533
Buttery Seitan with fried eggplant & creamy pasta;Vegetarian;seitan;fried eggplant | zucchini | roasted garlic;creamy pasta;blue cheese;four cheese sauce;5.00;E;534
Lamb in ranch sauce over butter rice;Red meat;lamb;bell peppers | cabbage;butter rice;heavy cream;ranch sauce;5.00;E;535
Creamy Cheese omelette over garlic butter noodles;Vegetarian;cheese omelette;tomatoes | spinach;garlic butter noodles;blue cheese;alfredo sauce;5.40;E;536
Mediterranean Fried tofu with roasted garlic & fried rice;Vegetarian;fried tofu;roasted garlic | celery | eggplant;fried rice;parmesan;honey mustard;5.50;E;537
Pork with buttery mashed potatoes and asparagus;Red meat;pork;asparagus | green beans;buttery mashed potatoes;cheddar;ranch sauce;5.40;E;538
Black beans in honey mustard over buttery mashed potatoes;Vegetarian;black beans;fried eggplant | mushrooms | kale;buttery mashed potatoes;heavy cream;honey mustard;5.40;E;539
Duck in spicy mayo over fried rice;Poultry;duck;eggplant | creamed spinach;fried rice;gouda;spicy mayo;5.50;E;540
Beef and buttered corn butter rice mix;Red meat;beef;buttered corn | carrots | broccoli;butter rice;cream cheese;bbq sauce;5.00;E;541
Seitan with butter rice & fried peppers;Vegetarian;seitan;peas | fried peppers;butter rice;blue cheese;honey mustard;5.50;E;542
Eggs in honey mustard over creamy pasta;Vegetarian;eggs;leeks | beetroot;creamy pasta;blue cheese;honey mustard;5.30;E;543
Mediterranean Beef with sweet corn & fried rice;Red meat;beef;sweet corn | mushrooms;fried rice;cheddar;cheese sauce;5.30;E;544
Buttery Calamari over fried rice;Shellfish;calamari;mushrooms | caramelized onions;fried rice;heavy cream;cheese sauce;5.50;E;545
Tangy Fried chicken with spinach & cheesy potatoes;Poultry;fried chicken;spinach | eggplant | roasted garlic;cheesy potatoes;parmesan;cheese sauce;5.10;E;546
Creamy whitefish pasta with vegetables;Fish;whitefish;leeks | cauliflower | zucchini;creamy pasta;gouda;spicy mayo;5.30;E;547
Tempeh and creamed spinach cheesy potatoes mix;Vegetarian;tempeh;creamed spinach | kale;cheesy potatoes;gouda;cream sauce;5.50;E;548
Lentils in ranch sauce over buttery mashed potatoes;Vegetarian;lentils;roasted garlic | creamed spinach | cabbage;buttery mashed potatoes;blue cheese;ranch sauce;5.50;E;549
Tuna and mushrooms butter rice mix;Fish;tuna;mushrooms | sweet corn;butter rice;cream cheese;butter sauce;5.10;E;550
Crispy Mackerel over cheesy potatoes;Fish;mackerel;zucchini | cabbage;cheesy potatoes;gouda;alfredo sauce;5.10;E;551
Creamy chicken with butter rice & vegetables;Poultry;chicken;leeks | creamed spinach;butter rice;parmesan;spicy mayo;5.20;E;552
Cod garlic butter noodles plate with caramelized onions;Fish;cod;caramelized onions | bell peppers;garlic butter noodles;parmesan;butter sauce;5.50;E;553
Smoky Anchovies over buttery mashed potatoes;Fish;anchovies;fried eggplant | bell peppers | tomatoes;buttery mashed potatoes;cheddar;cream sauce;5.50;E;554
Turkey and buttered corn buttery mashed potatoes mix;Poultry;turkey;buttered corn | squash;buttery mashed potatoes;gouda;honey mustard;5.20;E;555
Hake cheesy potatoes plate with cauliflower;Fish;hake;cauliflower | spinach;cheesy potatoes;parmesan;bbq sauce;5.40;E;556
Roasted Meatballs over mac and cheese;Red meat;meatballs;fried onions | bell peppers;mac and cheese;cheddar;honey mustard;5.20;E;557
Meatballs & spicy mayo over cheesy potatoes;Red meat;meatballs;squash | leeks | cabbage;cheesy potatoes;gouda;spicy mayo;5.00;E;558
Mediterranean Mackerel with cabbage & creamy pasta;Fish;mackerel;cabbage | roasted garlic;creamy pasta;heavy cream;four cheese sauce;5.20;E;559
Cheesy crispy tempeh bowl;Vegetarian;tempeh;asparagus | buttered corn;creamy pasta;blue cheese;four cheese sauce;5.30;E;560
Tuna in cheese sauce over creamy pasta;Fish;tuna;spinach | sweet corn;creamy pasta;blue cheese;cheese sauce;5.30;E;561
Herb Tuna bowl with bell peppers;Fish;tuna;bell peppers | tomatoes;fried rice;blue cheese;four cheese sauce;5.00;E;562
Shrimp tempura with fried rice and squash;Shellfish;shrimp tempura;squash | kale;fried rice;heavy cream;honey mustard;5.20;E;563
Shrimp tempura and fried peppers butter rice mix;Shellfish;shrimp tempura;fried peppers | beetroot | leeks;butter rice;gouda;cheese sauce;5.50;E;564
Fried tofu with fried rice and beetroot;Vegetarian;fried tofu;beetroot | buttered corn | spinach;fried rice;gouda;butter sauce;5.10;E;565
Hake in cheese sauce over mac and cheese;Fish;hake;celery | creamed spinach;mac and cheese;parmesan;cheese sauce;5.20;E;566
Creamy black bean bowl with fried rice & eggplant;Vegetarian;black beans;green beans | fried eggplant;fried rice;gouda;cream sauce;5.10;E;567
Creamy black bean & cheesy potato bowl with peas & asparagus;Vegetarian;black beans;peas | asparagus;cheesy potatoes;gouda;alfredo sauce;5.30;E;568
Smoked turkey in cheese sauce over garlic butter noodles;Poultry;smoked turkey;broccoli | tomatoes | green beans;garlic butter noodles;parmesan;cheese sauce;5.00;E;569
Creamy Fried tofu over mac and cheese;Vegetarian;fried tofu;spinach | caramelized onions;mac and cheese;blue cheese;honey mustard;5.00;E;570
Lentils mac and cheese plate with tomatoes;Vegetarian;lentils;tomatoes | buttered corn | kale;mac and cheese;parmesan;bbq sauce;5.30;E;571
Roasted ham and spinach mac and cheese mix;Red meat;roasted ham;spinach | cauliflower;mac and cheese;cheddar;alfredo sauce;5.20;E;572
Crispy Trout bowl with squash;Fish;trout;squash | celery | bell peppers;butter rice;cream cheese;bbq sauce;5.50;E;573
Kidney beans and green beans buttery mashed potatoes mix;Vegetarian;kidney beans;green beans | buttered corn;buttery mashed potatoes;parmesan;cream sauce;5.50;E;574
Fried fish with loaded fries and cauliflower;Fish;fried fish;cauliflower | leeks;loaded fries;heavy cream;alfredo sauce;5.30;E;575
Lentils with mac and cheese and mushrooms;Vegetarian;lentils;mushrooms | onions | caramelized onions;mac and cheese;cheddar;spicy mayo;5.30;E;576
Trout and caramelized onions butter rice mix;Fish;trout;caramelized onions | cabbage;butter rice;cream cheese;cheese sauce;5.30;E;577
Shrimp tempura over butter rice;Shellfish;shrimp tempura;fried onions | fried peppers;butter rice;parmesan;cream sauce;5.30;E;578
Smoky Chickpeas with buttered corn & mac and cheese;Vegetarian;chickpeas;buttered corn | mushrooms | zucchini;mac and cheese;blue cheese;four cheese sauce;5.00;E;579
Buttery duck bowl with vegetables;Poultry;duck;celery | fried eggplant | squash;butter rice;gouda;bbq sauce;5.40;E;580
Fried fish in ranch sauce over loaded fries;Fish;fried fish;green beans | eggplant | fried onions;loaded fries;blue cheese;ranch sauce;5.20;E;581
Shrimp and asparagus cheesy potatoes mix;Shellfish;shrimp;asparagus | squash | peas;cheesy potatoes;blue cheese;four cheese sauce;5.20;E;582
Creamy cheesy mackerel mac & cheese with cauliflower & spinach;Fish;mackerel;cauliflower | creamed spinach;mac and cheese;gouda;butter sauce;5.00;E;583
Hake in cheese sauce over creamy pasta;Fish;hake;broccoli | squash;creamy pasta;parmesan;cheese sauce;5.20;E;584
Chicken bowl with fried rice, tomatoes, asparagus & fried peppers;Poultry;chicken;tomatoes | asparagus | fried peppers;fried rice;parmesan;honey mustard;5.40;E;585
Buttery Roasted ham with buttered corn & garlic butter noodles;Red meat;roasted ham;buttered corn | eggplant;garlic butter noodles;cream cheese;four cheese sauce;5.30;E;586
Sausage with fried rice & vegetables in creamy sauce;Red meat;sausage;green beans | cabbage | caramelized onions;fried rice;gouda;alfredo sauce;5.00;E;587
Herb Tofu bowl with cauliflower;Vegetarian;tofu;cauliflower | bell peppers;mac and cheese;blue cheese;ranch sauce;5.00;E;588
Creamy smoked turkey bowl with cabbage;Poultry;smoked turkey;cabbage | mushrooms;mac and cheese;cheddar;honey mustard;5.10;E;589
Crispy Veal over buttery mashed potatoes;Red meat;veal;buttered corn | kale;buttery mashed potatoes;gouda;bbq sauce;5.10;E;590
Zesty Black beans over garlic butter noodles;Vegetarian;black beans;bell peppers | carrots;garlic butter noodles;parmesan;cream sauce;5.20;E;591
Whitefish bowl with fried eggplant;Fish;whitefish;fried eggplant | buttered corn | green beans;garlic butter noodles;parmesan;four cheese sauce;5.50;E;592
Bbq ribs mac and cheese plate with fried eggplant;Red meat;bbq ribs;fried eggplant | squash;mac and cheese;cream cheese;butter sauce;5.40;E;593
Eggs with fried rice & vegetables;Vegetarian;eggs;onions | carrots | buttered corn;fried rice;gouda;spicy mayo;5.10;E;594
Mediterranean Meatballs with squash & creamy pasta;Red meat;meatballs;squash | beetroot | bell peppers;creamy pasta;cheddar;cream sauce;5.30;E;595
Pork in four cheese sauce over butter rice;Red meat;pork;spinach | mushrooms;butter rice;parmesan;four cheese sauce;5.40;E;596
Shrimp in ranch sauce over loaded fries;Shellfish;shrimp;fried peppers | caramelized onions | onions;loaded fries;cream cheese;ranch sauce;5.30;E;597
Crispy Beef bowl with beetroot;Red meat;beef;beetroot | spinach | tomatoes;loaded fries;heavy cream;honey mustard;5.30;E;598
Paneer creamy pasta with leeks, sweet corn & broccoli;Vegetarian;paneer;leeks | sweet corn | broccoli;creamy pasta;parmesan;butter sauce;5.40;E;599
Kidney beans over loaded fries;Vegetarian;kidney beans;fried onions | onions | buttered corn;loaded fries;gouda;cream sauce;5.40;E;600
